id,slug,type,is_a_coach,is_coach_of_the_month,is_featured,is_active,focus_tags,style_tags,coach_card_short_description,coach_short_bio,coach_long_bio,forum_thread_id,brand,coach_bands,coach_endorsements,coach_facebook,coach_instagram,coach_twitter,coach_tiktok,coach_youtube
31886,chris-warunki,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Rudiments","Pop/Rock, Funk",Creative Drumming,"A versatile session drummer and instructor, Chris Warunki has extensive recording and touring experience.","Chris Warunki is a versatile drummer and instructor who has extensive recording and touring experience in Canada, the United States, Europe and the UK. Career highlights including opening for superstars like Taylor Swift, performing to a live TV audience of 2 million viewers (Canadian Idol) and also sharing the stage with his prog/metal heroes, Cynic. Chris is one of Drumeo's first instructors with several original lessons, and he's also a multi-instrumentalist that keeps busy with various solo projects spanning many musical genres.",,drumeo,"OmnisighT, Surface Of The Sun","Sabian Cymbals, Los Cabos, Cympad, Sweet Spot",https://www.facebook.com/ChrisWarunkiDrummer,https://www.instagram.com/chriswarunki/?hl=en#:~:text=Chris%20Warunki%20(%40chriswarunki)%20%E2%80%A2%20Instagram%20photos%20and%20videos,https://twitter.com/chriswarunki,,https://www.youtube.com/user/CLWarunki
31934,chuck-silverman,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Latin, Funk, Pop/Rock",Funk Essentials,"Internationally renowned as an authority on funk and Afro-Caribbean drumming, Chuck Silverman traveled the world teaching thousands of drummers how to develop a creative approach with Afro-Caribbean rhythms.","Internationally renowned as an authority on funk and Afro-Caribbean drumming, Chuck Silverman traveled the world teaching thousands of drummers how to develop a creative approach with Afro-Caribbean rhythms. As a best-selling author and highly experienced teacher - both privately and at the highly acclaimed Musicians Institute - Chuck’s legacy will live on forever through his videos and books, as well as in the hearts of those whose lives he touched during his 62 years of life. ",,drumeo,,"DW Drums, Zildjian Cymbals",https://www.facebook.com/Chuck.Silverman1,https://www.instagram.com/rhythman32/?hl=en,,,https://www.youtube.com/user/palito32
31965,claus-hessler,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Rudiments","Pop/Rock, Funk, Jazz, Latin,",Open-Handed Exploration,Claus Hessler is mostly known for his unique open-handed approach to drumset playing.,"A Moeller technique successor, Claus Hessler is mostly known for his unique open-handed approach to drumset playing. He has shared the stage with players such as Steve Smith, Jojo Mayer, Alex Acuña, and Johnny Rabb at numerous drum events, and he's earned standing ovations at PASIC. His first educational book, “Open Handed Playing Vol. I” (co-written with Dom Famularo with a foreword by Billy Cobham) earned international recognition and received a 4-star review in Modern Drummer, a magazine he regularly writes for.",,drumeo,Independent,"Mapex Drums, Sabian Cymbals, Promark Drumsticks, Evans Drumheads",https://www.facebook.com/claus.hessler,https://www.instagram.com/claus.hessler/?hl=en,https://twitter.com/claushessler,,https://www.youtube.com/c/claushessler
31927,cobus-potgieter,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Funk",The Cobus Method,"The godfather of YouTube drum covers (with over 100 million views), Cobus Potgieter’s unique and creative drumming has made him one of the best known drummers in the world.","The godfather of YouTube drum covers (with over 100 million views), Cobus Potgieter’s unique and creative drumming while playing along to music, has made him one of the best known drummers in the world. With no formal training, Cobus developed a fresh drumming style and creative and effective teaching methods. His highly-acclaimed “Cobus Method” training pack has made learning drums by ear a fulfilling and fun experience for thousands of drummers around the world. He is the 2nd most subscribed drummer on YouTube.",,drumeo,Independent,"DW Drums, Sabian Cymbals,  ProMark Drumsticks, Evans Drumheads",https://www.facebook.com/deedlebag,https://www.instagram.com/cobuspotgieter/,https://twitter.com/CobusPotgieter,,https://www.youtube.com/channel/UCH2soKsl68P0muhdsd1MDCg
31944,dafnis-prieto,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Jazz, Latin, Funk",Soloing Possibilities,"Dafnis Prieto is a Cuban-American drummer, composer, and educator whose revolutionary drumming techniques have made a significant impact on the Latin and jazz music scenes.","Dafnis Prieto is a Cuban-American drummer, composer, and educator whose revolutionary drumming techniques have made a significant impact on the Latin and jazz music scenes. Recipient of the 2011 MacArthur Fellowship Award and the ""Up & Coming Musician of the Year"" award by the Jazz Journalists Association, Dafnis is an incredible drummer whose mastery of jazz and Latin, and experience as an international clinician proves invaluable when he shares his knowledge.",,drumeo,"Michel Camilo, Steve Coleman, Eddie Palmieri","Yamaha Drums, Sabian Cymbals, Vic Firth Drumsticks, Evans Drumheads ",https://www.facebook.com/dafnisprieto,https://www.instagram.com/dafnisprieto/,https://twitter.com/dafnisprieto,,https://www.youtube.com/user/dafnison
190814,dali-mraz,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Rudiments","Pop/Rock, Funk",The Modern Drummer,"Born in the Czech Republic, Dali Mraz is the archetype of the prodigy musician, with an innate ability to drum and compose music with the best.","Born in the Czech Republic, Dali Mraz is the archetype of the prodigy musician, with an innate ability to drum and compose music with the best. He started making a name for himself early on by receiving the first of many national distinctions at the age of 10 and composing the score for a movie at the age of 16. Dali’s early accolades led him to do production work for television, radio, and the movie industry. He's played with some of the biggest names in the music industry, including Scott Kinsey, Susanne Vega, Fernando Saunders, Martin Miller, and Federico Malaman, and endorses Remo, Zildjian, DW, and Vic Firth. Besides his rich resume as a drummer and composer, Dali is the co-founder of an education platform, a member of QQ Studio, and puts together drum camps in his home country with some of the best drummers in the world like Mike Terrana, Todd Sucherman, Benny Greb, Gergo Borlai, and Chris Coleman.",,drumeo,Independent,"DW Drums, Zildjian Cymbals, Vic Firth Drumsticks, Remo Drumheads",https://www.facebook.com/DaliMrazMusic,https://www.instagram.com/DaliMrazMusic/,,,https://www.youtube.com/user/gdnyngfx
203863,dan-wilding,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Feet",Metal,Extreme Metal,Dan Wilding is one of the biggest drummers in the European heavy metal music scene.,"Dan Wilding is one of the biggest drummers in the European heavy metal music scene. With chops for days and a keen sense of musicality, he's able to put forth extremely technical but complementary playing, which makes him a force to be reckoned with inside and outside of the studio. His experience in the world of metal has landed him gigs with bands such as Aborted, Trigger the Bloodshed, The Soulless, The Order of Apollyon, and Heaven Shall Burn - and he's currently the drummer for Carcass, often regarded as pioneers of the goregrind genre.",,drumeo,Carcass,"Tama Drums, Paiste Cymbals, Vic Firth,  Evans Drumheads",https://www.facebook.com/danwildingdrum,https://www.instagram.com/danwildingdrum/?hl=en,https://twitter.com/danwildingdrum,,https://www.youtube.com/channel/UCySEsU7QWy-jn7km_r1AxSQ
31912,daniel-glass,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Theory","Jazz, Pop/Rock",Demystifying Jazz,"Revered as one of today’s authorities on classic American drumming and the evolution of American pop music, Daniel Glass is an award-winning drummer, educator, and author.","Revered as one of today’s authorities on classic American drumming and the evolution of American pop music, Daniel Glass is an award-winning drummer, educator, and author. Daniel has toured across the globe with the swing group Royal Crown Revue (often credited for the ""Swing Revival"" movement), and has recorded and toured with many top artists including KISS frontman Gene Simmons, Brian Setzer, and Bette Midler. Daniel is very apparent on the educational front as well, constantly hosting clinics and masterclasses across the globe.",,drumeo,"Royal Crown Revue, ","DW Drums, Crescent Cymbals, Vic Firth Drumsticks, Aquarian Drumheads",https://www.facebook.com/DanielGlassDrums,https://www.instagram.com/danielglass66/,https://twitter.com/#danielglass,https://www.tiktok.com/@daniel.glass/live,https://www.youtube.com/user/DanielGlassDrums
31953,danny-seraphine,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Pop/Rock, Jazz",The Grooves Of Chicago,Danny Seraphine is the original drummer and founding member of the rock group Chicago.,"Danny Seraphine is the original drummer and founding member of the rock group Chicago. In early 2006, Danny Seraphine started a new band, California Transit Authority (CTA). Rolling Stone ranked him as one of the top 100 drummers of all time, and if that wasn't enough, Danny was inducted into the Rock and Roll Hall of Fame in 2016.",,drumeo,"Chicago, Independent","DW Drums, Zildjian Cymbals, Zildjian Drumsticks, Aquarian Drumheads",https://www.facebook.com/DannySeraphineOfficial/?fref=ts,https://www.instagram.com/dannyseraphine/,https://twitter.com/dannyseraphine?lang=en,,https://www.youtube.com/channel/UCXPpZFasGebP9i1r8jd7q4Q
220967,daru-jones,instructor,TRUE,FALSE,FALSE,FALSE,Grooves," Funk, Pop/Rock",Soul Hop,"Daru Jones is a Grammy Award winner with an impressive level of experience performing, recording, and producing at the highest level through his own label, Rusic Records.","Daru Jones is a Grammy Award winner with an impressive level of experience performing, recording, and producing at the highest level through his own label Rusic Records. He has worked with incredible artists and producers like Jack White, Slum Village, Talib Kweli, Black Milk, Dwight Yoakam, Jamie Lidell, Pete Rock, Salaam Remi, Gloria Gaynor, Kim Burrell, Q-Tip, Mos Def, and Lorenzo Jovanotti, just to name a few. This level of exposure has led him to play on coveted stages, including One Mic: Hip-Hop Culture Worldwide, the Grammy Awards, Austin City Limits, Rock The Bells Festival, Montreux Jazz Festival, The David Letterman Show, Jools Holland, The Colbert Report, Saturday Night Live, and MTV.",,drumeo,"Jack White, Esperanza Spalding","DW Drums, Paiste Cymbals, Promark Drumsticks, Remo Drumheads",https://www.facebook.com/darujones,https://www.instagram.com/darujones/?hl=en,https://twitter.com/darujones?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,https://www.youtube.com/user/daruforrusic2
31960,dave-dicenso,instructor,TRUE,FALSE,FALSE,FALSE,"Theory, Grooves","Jazz, Funk, Pop/Rock",Coordination & Modulation,Dave DiCenso is a Boston-area drummer whose talent and diverse musicality have scored him a wide range of drumming achievements.,"Dave DiCenso is a Boston-area drummer whose talent and diverse musicality have scored him a wide range of drumming achievements. Having performed with artists such as Josh Groban, Steve Morse Band, Hiromi, John Petrucci, and Duran Duran, Dave is a widely sought-after player. In addition to his performing abilities, Dave is also a Professor of Percussion at Berklee College of Music. He's an experienced clinician and has been a featured artist at major percussion industry events such as Modern Drummer Festival, PASIC, NAMM, and the Montreal Drum Festival.",,drumeo,"Duran Duran, John Petrucci, Two Ton Shoe","Ludwig Drums, Zildjian Cymbals, Vater Drumsticks, Remo Drumheads",https://www.facebook.com/davedicensodrums,https://www.instagram.com/davedicensodrums/?hl=en,https://twitter.com/dicenso18,,https://www.youtube.com/c/DaveDiCenso
208181,dave-king,instructor,TRUE,FALSE,FALSE,FALSE,Grooves,"Jazz, Latin, Funk",Modern Jazz Approach,Dave King is an incredible jazz drummer who is best known for his creative playing in The Bad Plus and the Dave King Trucking Company.,"Dave King is an incredible jazz drummer who is best known for his creative playing in The Bad Plus and the Dave King Trucking Company. With numerous album recordings under his belt, and having performed all over the globe, Dave is the quintessential modern, gigging, jazz drummer. Alongside the great level of success he found with The Bad Plus and the Dave King Trucking Company, Dave co-founded the bands Happy Apple, Love-Cars, and Halloween, Alaska. As a sideman, he's worked with Bill Frisell, Joshua Redman, Dewey Redman, Jeff Beck, Tim Berne, Hank Roberts, Chris Speed, Kurt Rosenwinkle, Django Bates, Chris Morrissey and others.",,drumeo,The Bad Plus,"Ellis Drums, Zildjian Cymbals, Vic Firth Drumsticks",https://www.facebook.com/Dave-King-43399604609/,https://www.instagram.com/googlebully/?hl=en,https://twitter.com/rationalfunk,,https://www.youtube.com/channel/UC2bbMmLXhQtITdRiqRvy-yQ
220743,david-frank,instructor,TRUE,FALSE,FALSE,FALSE," Fills, Grooves","Pop/Rock, Funk",Secret Sauce,David Frank is a professional drummer who made a name for himself online.,"David Frank is a professional drummer who made a name for himself online. He first gained recognition with the help of the video app musical.ly, which he used to create drum covers from popular artists and where he was a featured artist multiple times. Besides his work online, he's also done a lot of studio and live playing through his work with Radio Disney, the SiAngie Twins, The Bomb Digz, and Lucki Starr, among many other projects.",,drumeo,Independent,"Zildjian Cymbals, Vic Firth Drumsticks, Remo Drumheads",https://www.facebook.com/davidfrankdrums/,https://www.instagram.com/davidfrankdrums/?hl=en,https://twitter.com/davidfrankmusic,https://www.tiktok.com/@davidfrankdrums?lang=en,https://www.youtube.com/davidfrankdrums
31966,david-garibaldi,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Independence","Funk, Jazz",Building Coordination,David Garibaldi is the drummer for the funk and soul band Tower of Power and widely respected by many musicians and fans for his innovations in funk music.,"David Garibaldi is the drummer for the funk and soul band Tower of Power and widely respected by many musicians and fans for his innovations in funk music. David began playing drums professionally at 17 years old and joined Tower of Power at the age of 24. Not too long after, he became one of the most sought after drummers in the industry. He has featured on hundreds of songs by notable artists and has also appeared on live TV and in films. He's worked with artists including Natalie Cole, the Buddy Rich Orchestra, Gino Vanelli, Jermaine Jackson, Larry Carlton, and many more. David won the R&B/Funk drummer award from Modern Drummer magazine several times over.",,drumeo,Tower Of Power,"Yamaha Drums, Sabian Cymbals, Vic Firth Drumsticks, Evans Drumheads ",https://www.facebook.com/davegaribaldi/,https://www.instagram.com/davidgaribaldimusic/,https://twitter.com/dgottop,,
235167,david-raouf,instructor,TRUE,FALSE,FALSE,FALSE,"Theory, Recording",Pop/Rock,Drum Maintenance,David Raouf is a very well known drummer and YouTube creator who has made a name for himself by using video to share his passion for building percussion instruments and repurposing second-hand ones.,"David Raouf is a very well known drummer and YouTube creator who has made a name for himself by using video to share his passion for building percussion instruments and repurposing second-hand ones. This love of his stems from the belief that modifying, improving and restoring gear isn't as hard as it might seem, and that with a little bit of knowledge and elbow grease, anyone can do it quite successfully. When he's not teaching drummers around the world how to put together their own gear, David enjoys delving deep into the world of music creation, through his play-along tracks, drum sample libraries, and by recording local bands and rappers.",,drumeo,Independent,,,https://www.facebook.com/therdavidr://www.instagram.com/davidraouf/,https://twitter.com/davidraouf,,https://www.youtube.com/channel/UCNQQY5Ro8Lk6gssOQSSDcfw
31970,derek-roddy,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills",Metal,Blast Beats,Derek Roddy is an American drummer and snake breeder who has gained a reputation worldwide for his extreme metal playing.,"Derek Roddy is an American drummer and snake breeder who has gained a reputation worldwide for his extreme metal playing. Derek is best known as the drummer for many influential metal bands including Hate Eternal, Nile, Malevolent Creation, Divine Empire, Council of the Fallen, and many more. In 2007, Derek started an instrumental band called Serpents Rise which immediately grabbed the attention of musicians around the globe. Since his departure from Hate Eternal in 2006, he has become a featured drum clinician for DW, Meinl, and Axis. Derek is also a widely sought-after teacher having released many educational DVDs .",,drumeo,"Hate Eternal, Nile, Serpent's Rise","DW Drums, Meinl Cymbals, Vater Drumsticks, Remo Drumheads",https://www.facebook.com/derekroddyofficial,https://www.instagram.com/roddyderek/?hl=en,https://twitter.com/derek_roddy,,https://www.youtube.com/c/DerekRoddyDrummer
212107,dom-famularo,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Rudiments","Pop/Rock, Funk",Practical Techniques,"Dom Famularo is a drummer, author, and motivational speaker who's arguably the most influential educator in the drumming community.","Dom Famularo is a drummer, author, and motivational speaker who's arguably the most influential educator in the drumming community. He's traveled the globe for decades holding masterclasses and clinics, and has been one of drumming's most sought-after private instructors from his fans around the world. Dom has been tutored by many of the greats, including Joe Morello, Jim Chapin, Al Miller, Charlie Perry, Colin Bailey, and Shelly Manne, among many others. He has recorded and/or performed with artists such as the Buddy Rich Big Band, B.B. King, Lionel Hampton, Chuck Leavell (Rolling Stones), and ""T"" Lavitz (The Dixie Dregs), and has shared the stage with other drumming giants such as Dave Weckl, Steve Gadd, Vinnie Colaiuta, Simon Phillips, Billy Cobham, Bernard Purdie, and Chad Smith.",,drumeo,Independent,"Mapex Drums, Sabian Cymbals, Vater Drumsticks, Remo Drumheads ",https://www.facebook.com/profile.php?id=100044288026494,https://www.instagram.com/global2dom/?hl=en,https://twitter.com/domfamularo?lang=en,,https://www.youtube.com/user/GlobalDrumming/videos?app=desktop
,emmanuelle-caplette,instructor,TRUE,FALSE,FALSE,FALSE,"Hands, Rudiments, Drumline","Pop/Rock, Funk",Flawless Fundamentals,"You may have seen Emmanuelle performing with artists such as Stephane Rousseau, Andy Summers and Circa Zero, or in one of her numerous TV appearances like the Jutra Awards, Broco Show, Belle Et Bum, the Late Show with Seth Meyers, and Sur Invitation Seulement. ","Emmanuelle Caplette kickstarted her incredible drumming career at the age of 9 by joining a drum and bugle corps. In the following years, she earned her stripes by winning various awards and competitions as a snare drummer, playing with various drum corps, and furthering her musical studies.<br><br>Since then, Emmanuelle has found great success performing with artists such as Stephane Rousseau, Andy Summers and Circa Zero, as well as numerous TV appearances like the Jutra Awards, Broco Show, Belle Et Bum, the Late Show with Seth Meyers, and Sur Invitation Seulement. When it comes to the world of drums, drum festivals are like a second home to Emmanuelle, having performed on incredible stages like Montreal DrumFest and Frankfurt Musikmesse. Emmanuelle received the Jim Chapin award at the 2021 Drumeo Awards.",,drumeo,,"Sonor Drums, Sabian Cymbals, Vic Firth Drumsticks, Evans Drumheads",https://www.facebook.com/EmmanuelleCapletteDrummer,https://www.instagram.com/emmanuellecaplette/?hl=en,https://twitter.com/ecaplette,,https://www.youtube.com/c/EmmanuelleCaplette
31972,eric-boudreault,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Styles",Latin,Afro-Cuban & World Rhythms,Eric Boudreault is one of the busiest touring Canadian drummers with 15 years on the road and more than 4000 shows with different projects.,"Eric Boudreault's drumming journey took off in 1999 when he was selected to be a part of the Yamaha Rising Stars showcase at the Montreal Drum Festival. He has become one of the busiest touring Canadian drummers with decades on the road and more thousands of shows with different projects. In 2012, Eric released his educational book titled ""Drumming Language"". Eric has appeared in Modern Drummer, Drums Etc., and DRUM! Magazine as well as major TV shows such as Jay Leno, KTLA Morning, The Today Show, and many more.",,drumeo,Cirque Du Soleil,"Yamaha  Drums, Paiste Cymbals, Remo Drumheads, Vater Drumsticks",https://www.facebook.com/eric.boudreaultcompletfull,https://www.instagram.com/eric_boudreault_drummer/?hl=en,https://twitter.com/boumboummusic,,https://www.youtube.com/c/ericboudreault
31958,eric-moore,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Rudiments","Funk, Pop/Rock",Building Speed,"Eric Moore is best known as the former drummer of Suicidal Tendencies, Guitar Center's 2003 Drum Off Champion, and a major contributor to the gospel chops movement.","Eric Moore is best known as the former drummer of Suicidal Tendencies, Guitar Center's 2003 Drum Off Champion, and a major contributor to the gospel chops movement. He has toured with Grammy Award winners Sly & The Family Stone and R&B icon Bobby Brown.",,drumeo,Suicidal Tendencies,"DW Drums, Paiste Cymbals,  Dope Drumsticks, Aquarian Drumheads",https://www.facebook.com/eric.moore.169,https://www.instagram.com/ericmoore_ii/?hl=en,https://twitter.com/ericmoore_ii,,https://www.youtube.com/user/Em2300
31943,flo-mounier,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills",Metal,Heavy Metal Drumming,"An incredible clinician, teacher, and author, Flo Mounier has toured North America, Europe, Japan, and Australia with metal band Cryptopsy.","An incredible clinician, teacher, and author, Flo Mounier has toured North America, Europe, Japan, and Australia with metal band Cryptopsy, headlining for more than a decade and with hundreds of thousands of records sold. Flo combines great chops with blistering speed and technical brutality, which has earned him the recognition of being one of today's best metal drummers.",,drumeo,Cryptopsy,"Pearl Drums, Sabian Cymbals,  Evans Drumheads, Vic Firth Drumsticks",https://www.facebook.com/FloMounier01,https://www.instagram.com/flomounier/,https://twitter.com/mounierflo?lang=en,,https://www.youtube.com/channel/UChB_E5HmH-Ng4Li4KleDR-A
31921,florian-alexandru-zorn,instructor,TRUE,FALSE,FALSE,FALSE,Grooves,"Jazz, Latin, Funk",Brushes For The Modern Drummer,"Florian Alexandru-Zorn, considered to be a leading educator on brush playing, is a full time instructor, musician, and author.","Florian Alexandru-Zorn, considered to be a leading educator on brush playing, is a full time instructor, musician, and author. He's well known for his wide range of teaching materials, most notably his book ""The Complete Guide To Playing Brushes"" which received international acknowledgement. Florian has hosted workshops all over Europe with artists such as Steve Smith and Jost Nickel, and he has also worked with the European Masterclass Big Band, conducted by Peter Herbolzheimer. Florian is involved in other projects such as Jazz Quadrat (Jazz/World), Christoph Neuhaus Quintet (Jazz), and Ken Kenay (Hip Hop).",,drumeo,,"Gretsch Drums, Paiste Cymbals, Remo Drumheads, Vic Firth Drumsticks",https://www.facebook.com/FlorianAlexandruZornofficial,https://www.instagram.com/florianalexandruzorn/?hl=en,https://mobile.twitter.com/brushplaying,,https://www.youtube.com/user/FlorianAlexandruZorn
31985,frank-briggs,instructor,TRUE,FALSE,FALSE,FALSE,"Theory, Grooves, Fills,  Rudiments","Pop/Rock, Jazz",Expand Your Vocabulary,"Frank Briggs is best known for his top-selling instructional book/DVD package “The Complete Modern Drum Set,” which has remained in Mel Bay Publications’ top 10 percussion books for over 20 years.","Frank Briggs is best known for his top-selling instructional book/DVD package “The Complete Modern Drum Set,” which remained in Mel Bay Publications’ top 10 percussion books for over 20 years. His educational books and videos have been used worldwide by professional drummers, educators and music schools. He has traveled extensively, giving master classes and clinics on drum set vocabulary and performance.",,drumeo,,,,,,,https://www.youtube.com/c/FrankBriggs/featured
31925,gabor-dornyei,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves,  Independence","Jazz, Latin, Funk, Pop/Rock",Creating Rhythmic Tension,Gábor Dörnyei is a talented musician who is currently a faculty member at The Institute of Contemporary Music Performance (ICMP) in London and the drummer for the group Thunder Duo.,"Gábor Dörnyei is a talented musician who is currently a faculty member at The Institute of Contemporary Music Performance (ICMP) in London and the drummer for the group Thunder Duo. Gábor’s wide range of talent has scored him sharing the stage with top players such as Jojo Mayer, Billy Cobham, Gavin Harrison, Ian Paice, Steve Smith and Chris Coleman, and was even hand picked to tour the world with the London Production of Michael Jackson's Thriller.",,drumeo,,"Pearl Drums, Zildjian Cymbals, Remo Drumehads, Vic Firth Drumsticks",https://www.facebook.com/DornyeiDrums/,https://www.instagram.com/gabordornyeidrums/?hl=en,,,
31923,gary-grace,instructor,TRUE,FALSE,FALSE,FALSE, Grooves,"Pop/Rock, Funk",Technique Development,Gary Grace has studied with some of the world’s greatest drummers such as Don Famularo and Jim Chapin.,"Gary Grace has studied with some of the world’s greatest drummers such as Don Famularo and Jim Chapin, and has even traded chops on stage with the likes of Tony Royster and Virgil Donati. Gary has devoted many years to the classic rock band “Prism”. In 2009, he claimed first place in the Roland V-Drums contest.",,drumeo,Prism,"Pearl Drums, Sabian Cymbals, Evans Drumheads",https://www.facebook.com/gary.grace.399,,,,https://www.youtube.com/channel/UC0fCLDgzdZhFJHKqosFlH7A
31983,gavin-harrison,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Rudiments","Pop/Rock, Funk",Amazing Drum Parts,Gavin Harrison is best known for his playing with progressive rock bands Porcupine Tree and King Crimson.,"Gavin Harrison is best known for his playing with progressive rock bands Porcupine Tree and King Crimson. He began working professionally in 1979 and has since appeared on over 140 recordings. He's performed and/or recorded with a wide variety of artists including Incognito, Lisa Stansfield, Lewis Taylor, Paul Young, Iggy Pop, OSI, Shooter, The King Of Oblivion, Sam Brown, Tom Robinson, Go West, and many others. He won the Modern Drummer Magazine Readers Poll for ""Best Progressive Rock Drummer"", as well as ""Best Prog Drummer"" from DRUM USA magazine. In 2014, Modern Drummer placed Gavin in the Top 50 Greatest Drummers of all Time.",,drumeo,"Porcupine Tree, The Pineapple Thief, King Crimson","Sonor Drums, Zildjian Cymbals, Remo Drumheads, Vic Firth Sticks",https://www.facebook.com/drummergavinharrison,https://www.instagram.com/gavinharrisonpage/?hl=en,,,
196087,gene-hoglan,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Metal, Pop/Rock",Metal Mastery,Gene Hoglan is one of the most creative and technically proficient drummers in the heavy metal music scene.,"Gene Hoglan is one of the most creative and technically proficient drummers in the heavy metal music scene. As the godfather of double bass, Gene has graced stages and studios around the world with metal heavyweights like Death, Testament, Strapping Young Lad, Dark Angel, Devin Townsend, Fear Factory, and Dethklok, which has earned him a spot in the annals of heavy metal drumming as one of the all-time best.",,drumeo,"Death, Testament, Strapping Your Lad","Pearl Drums, Sabian Cymbals, Evans Drumheads, ProMark Drumsticks",https://www.facebook.com/GeneHoglanOfficialPage,https://www.instagram.com/therealgenehoglan/,https://twitter.com/genehoglan?lang=en,,https://www.youtube.com/user/GeneHoglanOfficial
31911,gergo-borlai,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills, Theory",Pop/Rock,Storytelling On The Drums,"Gergo Borlai has appeared on more than 100 albums and has received two lifetime achievement awards, two ""gold record awards,"" and the Golden Drumstick Prize.","Gergo Borlai has appeared on more than 100 albums, received two lifetime achievement awards and two ""gold record awards,"" as well as the Golden Drumstick Prize and the Artisjus Lifetime Achievement Award. Gergo has become one of the most exciting drum set artists and has grown in popularity with his breathtaking solos on YouTube as well as with several performances at drum festivals across the globe.",,drumeo,Independent,"Gretsch Drums,  Zildjian Cymbals, Remo Drumheads, Vic Firth Drumsticks",https://www.facebook.com/gergoborlai,https://www.instagram.com/gergoborlai/?hl=en,https://twitter.com/gergoborlai,,https://www.youtube.com/c/GergoBorlaiOfficial
31950,gerry-brown,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Performance","Funk, Jazz, Pop/Rock",Career Longevity,"Gerry Brown has established his reputation as a groove master, playing with legendary artists including Diana Ross, Stevie Wonder, Lionel Ritchie, Phil Collins, Marvin Gaye, Chick Corea, and many more.","Gerry Brown's musical journey started with fellow schoolmate Stanley Clarke who calls him ""the first musician I ever played with"", and together they crafted the revolutionary ""School Days"" recording that has inspired drummers and bassists worldwide. Gerry Brown has since established his reputation as a groove master, playing with legendary artists including Diana Ross, Stevie Wonder, Lionel Ritchie, Phil Collins, Marvin Gaye, Chick Corea, and many more.",,drumeo,Stevie Wonder,"Yamaha Drums, Paiste Cymbals, Evans Drumheads, Vic Firth Drumsticks  ",https://www.facebook.com/gerry.brown.315,,,,
257517,ghost-note,instructor,TRUE,FALSE,FALSE,FALSE,Performance,"Jazz, Latin, Funk",Festival Performance,"A wonderful collection of diverse musicians all working together to bring “peace, love, harmony and unity to the entire world.","Sput and Nate have been sharing the bandstand together for decades. They both played together for the world-renowned band Snarky Puppy but eventually decided it was time to develop their own thing - and that thing was called Ghost-Note. A wonderful collection of diverse musicians all working together to bring “peace, love, harmony and unity to the entire world”, according to Nate. Ghost-Note also performed at the 2020 Inaugural Drumeo Festival.",,drumeo,,,,,,,
230449,gil-sharone,instructor,TRUE,FALSE,FALSE,FALSE,"Grooves, Fills","Jazz, Latin, Pop/Rock, Funk,",Reggae & Ska,"Gil Sharone is an all-round master drummer in numerous styles of music, who came to prominence working with The Dillinger Escape Plan, Puscifer, and Marilyn Manson.","Gil Sharone is an all-round master drummer in numerous styles of music, who came to prominence working with The Dillinger Escape Plan, Puscifer, and Marilyn Manson. Over the years he has established himself a first-call drummer, having worked with musicians like Stolen Babies, Team Sleep, Slightly Stoopid and Morgan Heritage, besides recording drums for soundtracks like Deadpool 2, Guardians of The Galaxy 2, John Wick 1 and 2, The Punisher and Kingdom. On top of his successful career as a musician, Gil has also authored the award-winning educational DVD, ""Wicked Beats"".",,drumeo,"Stolen Babies, Team Sleep, The Dillinger Escape Plan, Marilyn Manson","DW Drums, Zildjian Cymbals, Remo Drumheads, Vater Drumstciks",https://www.facebook.com/GilSharone,https://www.instagram.com/gilsharone/?hl=en,https://twitter.com/GilSharone?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,https://www.youtube.com/user/GiLonDrums
