id,type,title,Genre,Essentials-1,Essentials-2,Theory-1,Theory-2,Creativity-1,Creativity-2,Lifestyle-1,Lifestyle-2
386889,student-review,Aiming For Vocal Cord Closure - SarainPhilly,,Flipper,No Chest Voice,,,,,,
386890,student-review,Commit To Your High Notes - Melissa.Z,,Vocal Range,Vowel Shapes,,,,,,
386893,student-review,Think Classical To Create Space - K. Fox (Kelly),,,,Rhythm,,,,,
387020,student-review,Identify Your Voice Type - Sharon M,,Flipper,,,,,,,
387024,student-review,Shape the Sound - Feed the Shape - LuckyDawg,,Vowel Shapes,Breath Support,,,,,,
387026,student-review,Breath To Support The Sound - Lisa M,,Breath Support,,,,,,,
387028,student-review,"Breath, Vowels & Vocal Cords - Julius K",,Vowel Shapes,Breath Support,,,,,,
387030,student-review,Sing Into The Vowels - LauraVC,,Breath Support,,,,,,,
387032,student-review,How To Get Your Voice Back - Oliverincavtat,,Breath Support,,,,,,,
387035,student-review,Find Your True Voice - Laura Whitney,,,,,,,,Performance,
387037,student-review,Hone Your Classical Tone - Michael From London,,Vowel Shapes,Style,,,,,,
387172,student-review,Singing Aggressively In Mixed Tone - Pdjanin,,Chest Puller,Tension,,,,,,
387174,student-review,Honing Exercises & Shaping The Sound In Song - Craigz,,Vocal Range,,,,,,,
387176,student-review,Perfect The Pitch Before Singing Acapella - Adammichalakis,,Pitch,,,,,,,
387333,student-review,Linking Vowels - Path Of Least Resistance - Wendy Endevoets,,Vowel Shapes,,Rhythm,,,,,
387335,student-review,Open Up The Vowels - Jpbass,,,,,,,,,
387337,student-review,Routine To Match Your Tends-To - Brysonsethyoung,,Flipper,,,,,,Practice Tips,
387339,student-review,Vibrato: Finding And Keeping It - Bestuboy,,Vowel Shapes,,,,,,,
387656,student-review,Finding Your Own True Sound - Teri P From TN,,Tension,,,,,,,
387658,student-review,Following Up On Practice - Patricia Ireland,,No Chest Voice,Vocal Range,,,,,,
387660,student-review,Focus On Finding Good Cord Closure - Smilan,,,,,,,,Performance,
387662,student-review,Refining Your Vocal Runs - Otto,,Vowel Shapes,,Rhythm,,Riffs & Runs,,,
387664,student-review,Building Vocal Strength - Jbienaise,,No Chest Voice,,,,,,Performance,
387666,student-review,Feeding The Phrases In Song - Adammichalakis17,,Breath Support,,,,,,,
387668,student-review,Building Connection: Cord Closure - Dpatterson,,Blender,,,,,,,
387670,student-review,Building Strength In Song - JoMie,,No Chest Voice,,,,,,,
387672,student-review,"Vocal ""Tends-To"" - Pulling Chest - Julius K",,Vowel Shapes,Chest Puller,,,,,,
387675,student-review,Pronouncing Vowels Correctly - Kazuki,,Vocal Range,Vowel Shapes,,,,,,
387698,student-review,Releasing Tension - Tim Bondyra,,Chest Puller,Tension,,,,,,
387700,student-review,Building Muscle Memory With Vowels - Lee From London,,Vowel Shapes,,,,,,Performance,
387922,student-review,Finding The Right Placement - Dagmar B,,No Chest Voice,Tension,,,,,,
387924,student-review,Making Your Runs Sound Effortless - Ingrid Poulsen,,Chest Puller,,,,Riffs & Runs,,,
387926,student-review,Refining Your Song Performance - Ilva,,,,Rhythm,,,,Performance,
387928,student-review,Leaning Into The Style - Luninarie,,No Chest Voice,Style,,,,,,
387930,student-review,"Confirming Your Vocal ""Tends-To"" - Lexikatjay",,Blender,No Chest Voice,,,,,,
387940,student-review,Use The Lyrics To Feed Emotion - Otto,,Tension,,Rhythm,,,,,
387942,student-review,"Revealing Your ""Tends-To"" - Mike Cameron",,,,,,,,,
387944,student-review,Releasing The Grip - James Suntres,,Tension,Chest Puller,,,,,,
387946,student-review,Getting Into Song - Dena DeFini,,Vowel Shapes,,Rhythm,,,,,
387948,student-review,Reshaping Vowels For Path Of Least Resistance - Brysonsethyoung,,Vowel Shapes,Breath Support,,,,,,
387958,student-review,When Should I Breathe? - Tree Marie,,Breath Support,,,,,,,
387960,student-review,Get Out Of Your Pitch Comfort Zone - Bobandbetsy,,Pitch,,,,,,,
387962,student-review,Smooth Phrases - Bridget,,Chest Puller,Vowel Shapes,,,,,,
388166,student-review,"Discover Your ""Tends-To"" - Kazuki",,Blender,,,,,,,
388168,student-review,Use Your Body To Sing - LauraVC,,No Chest Voice,,Rhythm,,,,,
388170,student-review,Support With Enough Breath  - Andreas G,,Breath Support,,,,,,,
388172,student-review,Anchor The Sound - Tree Marie,,No Chest Voice,,,,,,,
388174,student-review,Voice Placement - Ilva,,Vocal Range,,,,,,,
388176,student-review,More Presence And Tone - Smilan,,Breath Support,,,,,,,
388178,student-review,Good Cord Closure For Fuller Sound - Kreative Kat,,Breath Support,,,,,,,
388180,student-review,Watch For Nasal Resonance - Esme A,,No Chest Voice,,,,,,,
388182,student-review,Open Up To Make Space For The Sound - Stotty,,Vowel Shapes,,,,,,,
388184,student-review,Shape Sound For Path Of Least Resistance - PaulWithGlasses,,Vocal Range,,,,,,,
388186,student-review,Build And Balance Your Voice - Paritoshtripathi,,Vowel Shapes,,,,,,,
388188,student-review,Finding Connected Release - Natemillervt,,Vowel Shapes,,,,,,,
388190,student-review,Secure The Pitch - Ilva,,Pitch,,,,,,,
388192,student-review,Find Your Approach In The Emotion - Anna O,,,,,,,,Performance,
388194,student-review,Feed Each Phrase With Breath - AlexTrout,,,,,,,,Performance,
388461,student-review,Reset Your Vocal Placement - Rainboltmusic,,Tension,Chest Puller,,,,,,
388464,student-review,Shaping Your Approach - Otto,,,,Rhythm,,,,Performance,
388466,student-review,Check The Tongue Position - Nigel P,,,,,,,,Performance,
388468,student-review,Change The Vowel - Find The Balance - Lee From London,,Vowel Shapes,Tension,,,,,,
388470,student-review,Song Key Selection - DaveL,,Tension,Pitch,,,,,,
388472,student-review,Defining Vocal Workouts - Mike Cameron,,Flipper,Vowel Shapes,,,,,,
388474,student-review,Taking A Chance On A Monster Song - Joseph Davissen,,Pitch,Flipper,,,,,,
388476,student-review,Playing And Singing At The Same Time - AlexTrout,,Vowel Shapes,,,,,,Performance,
388478,student-review,Determine Your Tends-To -  Luna_Audrey,,Flipper,,,,,,,
388480,student-review,Range And Emotion - John Frost From Olympia Washington,,Vocal Range,,Rhythm,,,,,
388482,student-review,Personalizing Your Song - Ogma,,Pitch,Vocal Range,,,,,,
388484,student-review,Singing In Head Voice With Ease - Alejoarosemena,,Vocal Range,Pitch,,,,,,
388791,student-review,Balance The Source - Scottarthurowens,,Breath Support,,,,,,,
388793,student-review,Find And Refine The Connection - AlexTrout,,Tension,,,,,,,
388795,student-review,Connect Registers And Add Weight Without Tension - Dagmar B,,Tension,,,,,,,
388797,student-review,Easing The Tension - Stefanie,,Tension,,Rhythm,,,,,
388799,student-review,Free Your Voice - Mindy.C,,Tension,,,,,,,
388801,student-review,Secure The Pitch - Betsy,,Pitch,,,,,,,
388803,student-review,Approach To Low Notes - Sam Hb,,,,,,,,,
388805,student-review,Apply Style To Sing With Emotion - Julie,,Blender,Style,,,,,Performance,
388807,student-review,Building & Balancing Into Song - Smilan,,Tension,Blender,,,,,,
388809,student-review,Stylizing Your Sound - Natemillervt,,Tension,Style,,,,,,
388811,student-review,Creating Effective Exercise Habits - Kazuki,,Flipper,,,,,,,
388813,student-review,Finding Balance For Chest Pullers - DLinkin,,Chest Puller,Breath Support,,,,,,
388815,student-review,Finding Ease On The High Notes - Ogma,,Tension,,,,,,,
388979,student-review,Feeding The Phrases For Style - Timothy Shay,,Style,Breath Support,Rhythm,,,,,
388981,student-review,Getting Balance In The Song - Mstahlman,,Tension,Breath Support,,,,,,
388983,student-review,Do Exercises To Build The Voice - DLinkin,,Vocal Range,Breath Support,,,,,,
388985,student-review,Variety Of Exercises - SaraInPhilly,,No Chest Voice,Tension,,,,,,
388987,student-review,Sing Without Lyrics To Find Placement - Luninarie,,Tension,Chest Puller,,,,,,
388991,student-review,Making A Song Your Own - Ingrid Poulsen,,Vowel Shapes,,Rhythm,,,,,
388993,student-review,The Final Step - Stage Presence! - Ingrid Poulsen,,,,,,,,Performance,
388995,student-review,Developing Your Headvoice - Nancy V,,Vocal Range,Vowel Shapes,,,,,,
388997,student-review,Make The Words Flow - Iv,,,,Rhythm,,,,,
388999,student-review,Balance The Voice - Patricia Ireland,,Flipper,,,,,,,
389359,student-review,"Supplying Even, Consistent Breath - Stefanie",,Breath Support,Chest Puller,,,,,,
389361,student-review,Touch Lightly On Consonants - Andreas B,,Vowel Shapes,,,,,,,
389363,student-review,Setting Up A Good Practice Routine - Betsy,,Pitch,,,,,,Practice Tips,
389365,student-review,Checking In After First Lesson - Jacqueline,,Pitch,,,,,,,
389368,student-review,Honing The Scales To Work For You - Ogma,,Flipper,,,,,,Practice Tips,
389370,student-review,Balancing The Approach Into Song - AlexTrout,,Breath Support,Tension,,,,,,
389372,student-review,Adding Emotion And Developing Style - Otto,,Breath Support,,,,,,Performance,
389374,student-review,Doing Exercises Right - Mike Cameron,,Flipper,,,,,,,
389741,student-review,Use A Backtrack When Singing Songs - Myaym,,Pitch,,Rhythm,,,,,
389743,student-review,Stylistic Choice Of A Light Connection - Divye,,Pitch,Tension,,,,,,
389745,student-review,Original Song Arrangement Critique - Damien,,,,Rhythm,,,Improvisation & Songwriting,Performance,
389747,student-review,When Am I In Headvoice? - AlexTrout,,Blender,,Rhythm,,,,,
389749,student-review,A Brighter Tone For Better Pitch - Brysonsethyoung,,Pitch,,,,,,,
389972,student-review,Singeo Student Review - Release Tension - Otto,,Tension,Breath Support,,,,,,
389976,student-review,Refining Connection For Vocal Placement - AlexTrout,,Tension,Breath Support,,,,,,
389978,student-review,Finding Connection - Brandon Thelamy,,No Chest Voice,Breath Support,,,,,,
389981,student-review,Exercise Review - Ogma,,Tension,Vocal Range,,,,,,
389983,student-review,Exercise Substitution To Find Balance In Song - Julius K,,Chest Puller,Tension,,,,,,
389985,student-review,Ways To Remove Tension From Song - DoritosCanSing,,Chest Puller,Tension,,,,,,
389987,student-review,Original Song Review - Flowthing,,Tension,Pitch,,,,,,
389990,student-review,Maintain The Connection - Ania Natasza,,Pitch,Breath Support,,,,,,
389992,student-review,Find Anchor Points To Secure Pitch - Tony111,,Pitch,,,,,,,
389994,student-review,Modify Vowels To Add Power - Tamara RPC,,No Chest Voice,Vowel Shapes,,,,,,
390353,student-review,Seeking Balance To Remove Tension - JuliannLavallee,,Tension,Chest Puller,,,,,,
390355,student-review,Exercise To Build Connection - Damian,,Pitch,,,,,,,
390357,student-review,Find & Keep The Connection - ScottArthurOwens,,Breath Support,,,,,,,
390359,student-review,Capturing The Emotion In Song - ShellyM6,,Breath Support,,,,,,Performance,
390637,student-review,Developing Good Habits - Aside6,,Flipper,,,,,,,
390639,student-review,"Can Your ""Tends-To"" Change? - Julius K",,Chest Puller,Flipper,,,,,,
390641,student-review,Keep Repeating What's Working - Otto,,Tension,Vocal Range,,,,,,
390643,student-review,Finding Your Identity As A Singer - Jonny Hurricane,,Vocal Range,,,,,,,
390645,student-review,Starting Your Singeo Journey - IvetteC,,Tension,,,,,,,
390647,student-review,Steady Your Tempo - James Suntres,,,,Rhythm,,,,,
390649,student-review,Don't Be Afraid To Make Noise - Ellinor E,,No Chest Voice,Pitch,,,,,,
390651,student-review,Checking In On Exercises - Ania Natasza,,No Chest Voice,,,,,,,
390658,student-review,Make The Key Work For Your Range - Macbass,,Vocal Range,Blender,,,,,,
390660,student-review,Finding Balance On Higher Notes - DavidK,,Tension,,,,,,,
390925,student-review,The Right Key For Your Voice - Tony111,,Vocal Range,Pitch,,,,,,
390927,student-review,Determine Your Vocal Range - IvetteC,,Vocal Range,Tension,,,,,,
390929,student-review,Secure The Pitch And Anchor Notes - Traciie,,Pitch,No Chest Voice,,,,,,
390931,student-review,Give Your Song Energy And Character - Iv,,Style,,,,,,Performance,
390933,student-review,Balance A Headvoice-Dominant Voice - Tamara RPC,,No Chest Voice,,,,,,,
390936,student-review,Don't Get Stuck In Your Nose! - Abbyskluzacek,,Vowel Shapes,,,,,,,
390939,student-review,Feed The Phrases - Nerldy,,Breath Support,,,,,,,
390941,student-review,Secure Pitch In Exercise Before Singing Songs - Damian,,Pitch,Vocal Range,,,,,,
390943,student-review,Make The Key Work For Your Voice - Narmada,,Vocal Range,Pitch,,,,,,
390945,student-review,Perhaps A Key Change? - Snapdragon,,Vocal Range,,,,,,Performance,
390947,student-review,Building Cord Closure On Bottom - ShowerHowler,,Pitch,No Chest Voice,,,,,,
390949,student-review,Song Specific Exercise - DavidK,,Tension,Chest Puller,,,,,,
391130,student-review,Follow Up Review & The Transition - Julius K,,Tension,Breath Support,,,,,,
391133,student-review,Going For Belt - Uz.Ursula-Zimmermann,,Vocal Range,Vowel Shapes,,,,,,
391135,student-review,Checking In On Bilingual Exercises - Ania Natasza,,Flipper,Vowel Shapes,,,,,,
391137,student-review,Checking In: The Exercises Are Working - AlexTrout,,Flipper,Tension,,,,,,
391139,student-review,Finding Balance To Find Vibrato - Iv,,No Chest Voice,Pitch,,,,,,
391141,student-review,Ear Training To Refine Pitch - Ellinor E,,Pitch,Vowel Shapes,,,,,,
391143,student-review,Determine Your Tends-To - ShellyM6,,Blender,No Chest Voice,,,,,,
391512,student-review,Listen Well And Practice The Pitch - EnyaW,,Pitch,No Chest Voice,,,,,,
391590,student-review,Confidence On Each Pitch - Betsy,,Pitch,,,,,,Performance,
391594,student-review,Learning To Mix Registers - Ania Natasza,,No Chest Voice,Flipper,,,,,,
391596,student-review,Using Exercise To Create Good Habits For Songs - Anna O,,Vocal Range,,,,,,Performance,
391598,student-review,Understanding Larynx Positions To Develop Mix - Jonny Hurricane,,Blender,Vowel Shapes,,,,,,
391600,student-review,Refining Exercise To Build Connection in Chest Voice - TamaraRPC,,Blender,No Chest Voice,,,,,,
391851,student-review,Stabilize By Providing Consistent Breath - Abbyskluzacek,,Breath Support,,,,,,,
391854,student-review,When To Change The Key? - Euchoreo,,,,,,,,,
391857,student-review,Get Out Of The Pitch Comfort Zone - Joseph.Davissen,,Flipper,Pitch,,,,,,
391866,student-review,Relieving Neck Tension in Song - Simon L,,Breath Support,Tension,,,,,,
391868,student-review,Internalize The Beat - Nickie,,Pitch,,Rhythm,,,,,
391870,student-review,Ease Up On Jaw And Neck Tension - Bestuboy,,Tension,Chest Puller,,,,,,
391875,student-review,Consistent Breath Support - Sharon Ashman,,Breath Support,Tension,,,,,,
391879,student-review,Rebalancing The Voice - Calloused,,Breath Support,Tension,,,,,,
391944,student-review,Finding Connection To Chest Voice - Lauren,,Tension,No Chest Voice,,,,,,
392092,student-review,Finding The Connection - ShowerHowler,,No Chest Voice,Breath Support,,,,,,
392094,student-review,"Approaching Diphthongs with ""Rs"" - AlexTrout",,Vowel Shapes,,,,,,,
392152,student-review,Use Consonant To Stabilize Vowel And Pitch - Nerldy,,Vowel Shapes,Pitch,,,,,,
392154,student-review,Making Space For Vowels - IvetteC,,Blender,Vowel Shapes,,,,,,
392157,student-review,Correcting Exercise to Find Connection - Damian.m,,Pitch,Flipper,,,,,,
392159,student-review,Refining And Strengthening - DPatterson,,Pitch,Vowel Shapes,,,,,,
392161,student-review,Stylizing Song Tips - Divye,,Vocal Range,Style,Rhythm,,,,,
392163,student-review,Balancing Breath and Vocal Cord Closure - TanjaG,,Breath Support,No Chest Voice,,,,,,
392394,student-review,Reviewing Vowels - Euchoreo,,Vowel Shapes,,Rhythm,,,,,
392396,student-review,Setting Up the Lip Bubble Exercise - Joshuaocean7,,Tension,,,,,,,
392399,student-review,Providing Breath for the Vocal Cords - RijulSachdevaa,,Breath Support,,,,,,,
392807,student-review,Vowels And The Path Of Least Resistance - Euchoreo,,Vowel Shapes,Chest Puller,,,,,,
392810,student-review,Finding Connected Tone - Rijul,,Pitch,,,,,,,
392812,student-review,Learn to Control and Stabilize the Larynx - TanjaG,,,,,,,,,
392814,student-review,Learn To Control And Stablize the Larynx - Ania Natasza,,Flipper,,,,,,,
392819,student-review,Adding Emotional Value To Song - Shay Cheng,,Breath Support,Vowel Shapes,,,,,,
392822,student-review,Defining Your Voice Type - Rijul,,Chest Puller,Style,,,,,,
392825,student-review,Shaping Vowels For Vocal Ease - Teri P,,Breath Support,Vowel Shapes,,,,,,
392829,student-review,Good Example Of Using Lip Bubble Over Song Melody - Julius K,,Blender,,,,,,Other,
392831,student-review,Correcting Vowel Shapes For Balance - Julius K,,,,,,,,,
393082,student-review,Balancing Breath and Vocal Cords - RainboltMusic,,Tension,Breath Support,,,,,,
393088,student-review,Balancing Big Notes - Lee,,Tension,Vowel Shapes,,,,,,
393090,student-review,Negotiating the Transition - Jackh,,Chest Puller,Tension,,,,,,
393092,student-review,Riff and Run Break Down - Nigel P,,,,Rhythm,,Riffs & Runs,,,
393094,student-review,"Re-assessing With 5 Tone ""AH"" - K. Fox",,Flipper,,,,,,,
393163,student-review,Vocal Warm-Up Assessment - Tony,,Pitch,Flipper,,,,,,
393165,student-review,Pitch Training Assessment - Tony,,Pitch,Flipper,,,,,,
393266,student-review,Following Up On Vowel Shapes - Melissa.Z,,Vowel Shapes,Tension,,,,,,
393271,student-review,Checking In On Nasality - Ivan,,Pitch,Style,,,,,,
393279,student-review,Flipper Routine Check-In - Martin,,Flipper,,,,,,,
393285,student-review,Start By Securing The Pitch - Shir.dtx,,Pitch,,,,,,,
393287,student-review,Focusing On Vocal Fold Closure - Avistic,,Breath Support,No Chest Voice,,,,,,
393860,student-review,Emotional Interpretation - Cricket Conant,,Chest Puller,Style,,,,,Performance,
393870,student-review,Vocal Range - Murph,,Vocal Range,,,,,,,
393871,student-review,Singing Live with a Band vs Karaoke - Rahmelnelson,,,,,,,,Performance,Gigging Tips & Gear
393872,student-review,How Tension Affects Vibrato - Dalcazar,,Chest Puller,Tension,,,,,,
393873,student-review,Breath Support To Create Flow - Chaseeg,,Breath Support,,Rhythm,,,,,
393880,student-review,Unlock Your Vibrato - Anna O,,Vowel Shapes,Style,,,,,,
393882,student-review,Refining Your Performance - Mitch M,,,,,,,,Performance,
393884,student-review,Recording A Live Performance - John Frost,,,,,,,,Performance,Gigging Tips & Gear
394178,student-review,Connect To A Spoken Voice Quality - ILVA,,,,,,,,,
394182,student-review,Vocal Assessment - ReneeDiDoDago,,No Chest Voice,Style,,,,,Performance,
394185,student-review,Freedom On High Notes - James Suntres,,Vowel Shapes,Tension,,,,,,
394235,student-review,Make the Voice Thicker? - FernandoSamo,,Tension,,,,,,,
394241,student-review,Blender Routine Check-up - EmmaSB,,,,,,,,,
394247,student-review,Balancing in Song - Euchoreo,,Breath Support,Chest Puller,,,,,,
394249,student-review,Emoting in Song - Dena DeFini,,Breath Support,Pitch,,,,,Performance,
394363,student-review,Refining Riffs & Runs - Aashima.Singh,,No Chest Voice,Pitch,,,,,,
394492,student-review,Choir Singing Vs Solo Singing - Petrah,,Vocal Range,No Chest Voice,,,,,,
394494,student-review,Laid Back Phrasing - Ivan,,,,Rhythm,,,,,
394496,student-review,Connecting Registers - Terri Purich,,Tension,No Chest Voice,,,,,,
394498,student-review,Voice Analysis - Astrid P.,,No Chest Voice,,,,,,,
394500,student-review,Checking Exercise - Euchoreo,,Vowel Shapes,,,,,,,
394805,student-review,Voice Type: Flipper....Or Is It? - Caue Queiroz,,Flipper,Tension,,,,,,
394814,student-review,Technique Into Song - Momo A,,,,,,,,,
394816,student-review,Release Into Song - Brian H,,Chest Puller,Tension,,,,,,
394818,student-review,Finding Balance For A Strong Tone - Lauren,,Breath Support,Tension,,,,,,
394884,student-review,Create a Habit of Correcting Pitch - Joseph,,Pitch,,,,,,,
394886,student-review,Reassess Your Voice Regularly - Seb Castro,,No Chest Voice,Pitch,,,,,,
394888,student-review,Reshaping Vowels for Belting - Amandad,,Style,Vowel Shapes,,,,,,
394958,student-review,Vocal Analysis-Chest Puller Remedies - ReneeDiDoDago,,Breath Support,Chest Puller,,,,,,
394960,student-review,Memorizing Melody in Song - Dena DeFini,,Pitch,,,,,,Practice Tips,
394962,student-review,Balancing The Larynx - FernandoSamo,,Tension,Tension,,,,,,
395054,student-review,Bubble Review - JoshuaOcean,,,,,,,,Performance,Other
395056,student-review,Reshaping Vowels in Song - Euchoreo,,,,,,,,,
395058,student-review,Exercise Into Song - LilysHeaven,,Blender,No Chest Voice,,,,,,
395361,student-review,Singing In A Difficult Key - lcn,,Vocal Range,,,,,,,
395365,student-review,Focus on Breath Support & Connection - Jennydkallis,,Breath Support,,,,,,,
395367,student-review,Rhythm Check-Up - Ivan,,,,Rhythm,,,,,
395371,student-review,Release The Tension - Michele.Festivo,,Tension,Chest Puller,,,,,,
395373,student-review,Maximizing Vowel Shapes - Julius K,,Vowel Shapes,,,,,,,
395375,student-review,5 Tone Ah Review - Brian H,,Chest Puller,,,,,,,
395377,student-review,Vowels vs Style - Samthul,,Vowel Shapes,Style,,,,,,
395379,student-review,Feeding Phrases - Euchoreo,,Tension,Breath Support,,,,,,
395381,student-review,Building Vocal Cord Closure - FernandoSamo,,Blender,,,,,,,
395677,student-review,Increasing The Energy - Wayne,,Breath Support,,,,,,Practice Tips,
395698,student-review,Ease The Tension - KirstenBiddle,,Tension,Chest Puller,,,,,,
395706,student-review,How To Build Range - KarthykStephan,,Vocal Range,Pitch,Harmony,,,,,
395810,student-review,Build Strength And Keep Balanced - Petrah,,Blender,,,,,,,
395812,student-review,Head Voice - Martin,,,,Rhythm,,,,,
395814,student-review,Voice Type Tends To - AlexTrout,,Blender,Chest Puller,,,,,,
397926,student-review,Releasing The Grip - Devasheesh.s,,Tension,Chest Puller,,,,,,
397951,student-review,Chest Voice - The Foundation - Crystal.Escolero,,Vowel Shapes,No Chest Voice,,,,,,
397953,student-review,Finding Balance In Song - Lyrical Edventure,,Tension,No Chest Voice,,,,,,
397955,student-review,Chasing Vowels nto Submission - Euchoreo,,Vowel Shapes,,,,,,,
398127,student-review,Building The Foundation - Losi,,Breath Support,,,,,,Performance,
398129,student-review,Refining Pitch - Tony,,Pitch,,,,,,Performance,
398131,student-review,Start Building Strength - Youthology,,,,,,,,Performance,
398133,student-review,Ready For Performance - Ogma,,,,,,,,Performance,
398201,student-review,Releasing Tension To Build Strength - Nicole,,Chest Puller,Tension,,,,,,
398203,student-review,Developing A Chest Voice Foundation - Rithana Srikanth,,No Chest Voice,,,,,,,
398205,student-review,Zeroing In On Exercise - Euchoreo,,Vowel Shapes,,,,,,,
398207,student-review,Preparing For A Performance - Michelle Goldsboro,,Vocal Range,,,,,,Performance,
398356,student-review,What Exercises For My Vocal Range? - MichelleGoldsboro,,Vocal Range,,,,,,,
398363,student-review,Building A Strong Voice - Lou,,No Chest Voice,,,,,,,
398392,student-review,Power In Mixed Voice - Bridget,,Chest Puller,,,,,,,
398424,student-review,Stability and Support - SphinxJinx,,Breath Support,,,,,,,
398623,student-review,Sharing Resonance for Vowel Shaping - Lee,,Vowel Shapes,,,,,,,
398626,student-review,Identifying Vocal Issues - CuteCat,,Tension,Chest Puller,,,,,,
398628,student-review,Controling Pitch - Joncail,,Pitch,Breath Support,,,,,,
398630,student-review,Relieving Vocal Tension - Jeffschmitz,,Chest Puller,Tension,,,,,,
398632,student-review,How to Find and Keep the Correct Pitch - Max,,Pitch,,,,,,,
398773,student-review,Building Vocal Cord Closure - Mark Davis,,No Chest Voice,,,,,,,
398775,student-review,Voice Type/Tends To - iLuuk,,Vowel Shapes,Flipper,,,,,,
398776,student-review,Voice Building - Granny Kiwi,,No Chest Voice,Vowel Shapes,,,,,,
398777,student-review,Find The Connection To Chest Voice - Judy Catherine,,No Chest Voice,,,,,,,
398778,student-review,Tweaking Vowels In Exercise - Euchoreo,,Vowel Shapes,,,,,,,
398982,student-review,Increase The Energy To Help With Pitch - Tamarah Gough,,Breath Support,Pitch,,,,,,
398998,student-review,Finding And Keeping The Harmony - Anchor,,Pitch,,,,,,,
399003,student-review,Varying The Amount Of Breath - Teri P,,Pitch,Breath Support,,,,,,
399007,student-review,Building A Consistent Tone - Claudia B,,Blender,Breath Support,,,,,,
399246,student-review,Getting Performance Ready - Ogma,,Pitch,,,,,,,
399248,student-review,Strong High Notes Without Tension - Iva Bagaric,,Tension,,,,,,,
399250,student-review,Singeo Student Reviews - Focus On The Basics: Pitch - AbsorbAndPlay,,Pitch,,,,,,,
399253,student-review,Commanding The Stage - Bestie Ray,,,,,,,,Performance,
399255,student-review,Singeo Student Reviews -Building A Strong Voice - AmandaForShort,,,,,,,,Performance,
399301,student-review,Building Strength In Song - Michelle Goldsboro,,No Chest Voice,Pitch,,,,,,
399303,student-review,Balancing The Vocal Weight - Ogma,,Tension,,,,,,,
399305,student-review,Preparing For A Performance - Lee,,,,,,,,Performance,
399307,student-review,Reducing Strain In Performance - JeffSchmitz,,Chest Puller,Tension,,,,,,
399532,student-review,Falsetto In Song - Crystal.Escolero,,Style,No Chest Voice,,,,,,
399534,student-review,Breath In Song - Julius K,,Pitch,Breath Support,,,,,,
399536,student-review,Voice Type Analysis - iLuuk,,Chest Puller,,,,,,,
399539,student-review,Diphthongs -The Shape Of Sounds To Come - Euchoreo,,Vowel Shapes,,Rhythm,,,,,
399541,student-review,Releasing Chest Voice In Song - SM Quinn,,Chest Puller,,,,,,,
399918,student-review,Muscle Function Dysphonia - Dave.Pyne,,Tension,,,,,,,
399985,student-review,High Notes With Ease - Otto,,Tension,,,,,,,
399988,student-review,Secure The Pitch - Shir.Dtx,,No Chest Voice,Pitch,,,,,,
399991,student-review,Focus On Pitch First - Kenpo,,Pitch,,,,,,,
400736,student-review,Shaping High Notes In Song - Or Globerman,,Vowel Shapes,,,,,,,
400738,student-review,Approaching Higher Notes In Song - Dagmar B,,Vocal Range,,,,,,,
400740,student-review,Balancing The Larynx - Euchoreo,,Vowel Shapes,,Rhythm,,,,,
400742,student-review,Using SOVT To Balance The Flow - Bkat,,Vowel Shapes,,,,,,,
401086,student-review,More Space For More Sound - Jrneff,,Vowel Shapes,,,,,,,
401088,student-review,Honing In On Pitch - Juanbautista,,Pitch,,,,,,,
401090,student-review,Adding Expression And Intention - AbsorbAndPlay,,Pitch,,,,,,,
401200,student-review,Exercise Review - iLuuk,,Vowel Shapes,Chest Puller,,,,,,
401202,student-review,Discovering Your Voice Type - Cameron Midkiff,,Pitch,Flipper,,,,,,
401204,student-review,Larynx Position For High Notes - John Frost,,Vocal Range,,,,,,,
401206,student-review,Shaping Vowels In Song - Moishymalov,,Vowel Shapes,Chest Puller,,,,,,
401339,student-review,Relieving Tension In Song - MrGypsyAllen,,Chest Puller,Tension,,,,,,
401340,student-review,Add The Finishing Touches - Euchoreo,,,,,,,,Performance,
401342,student-review,A Lighter Approach - Crystal.Escolero,,Breath Support,Pitch,,,,,,
401345,student-review,Releasing Tension - iLuuk,,Chest Puller,Pitch,,,,,,
401347,student-review,Learning To Balance Vocal Cord Closure - Alejo Arosemena,,Breath Support,Chest Puller,,,,,,
401704,student-review,Phrasing Classic Songs - Lee,,,,Rhythm,,,,,
401706,student-review,Applying Exercise To Song: Keep The Pitch - iLuuk,,Pitch,,,,,,,
401707,student-review,The Best Approach In Song - Breanna_Makes_Music,,,,,,,,Performance,
401710,student-review,Learning Melody-Riffs And Runs - Amethizjad,,,,Rhythm,,,,Performance,
401712,student-review,Balancing Volumes-Voice To Instrument - DagmarB,,,,,,,,Performance,
401714,student-review,Balancing Vowel Shapes - Julius K,,Vowel Shapes,,,,,,,
401716,student-review,Reshaping Vowels In Song - Euchoreo,,Vowel Shapes,,,,,,,
401718,student-review,Taking Your Voice Next Level - Tankersleyjenn,,No Chest Voice,,,,,,Performance,
402701,student-review,Putting The Voice To Work In A Band - SuperblondeDotOrg,,Tension,Style,,,,,,
402703,student-review,Building Good Habits In Exercise - iLuuk,,,,,,,,Performance,
402705,student-review,Vocal Performance In A Recording - Nikhil Mahi,,,,,,,,Performance,
402708,student-review,Building Balance For Aggressive Singing - K.P. Bolden,,Chest Puller,,,,,,Performance,
